,id,scientificName,scientificNameAuthorship,decimalLongitude,decimalLatitude,scientificNameID,absence,aphiaID,basisOfRecord,brackish,category,class,classid,continent,country,dataset_id,family,familyid,genus,genusid,higherGeography,identificationReferences,kingdom,kingdomid,locality,marine,node_id,occurrenceID,order,orderid,originalScientificName,phylum,phylumid,sampleSizeUnit,samplingProtocol,species,speciesid,subphylum,subphylumid,superclass,superclassid,terrestrial,waterBody,year,flags
140,017d8017-1175-4046-b810-a389acc8e4f5,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_1966,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1966,no_depth
147,01a6ece6-d566-4872-a705-dc04c32eb35d,Balaenoptera acutorostrata,"LacǸp��de, 1804",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6420_2009,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Frequency of sightings of group per year,boat based survey,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2009,no_depth
148,01a86038-26fb-4dbf-9993-04eab8e5cb30,Megaptera novaeangliae,"Borowski, 1781",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137092,False,137092,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Megaptera,137014.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Islands, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6421_1992,Cetartiodactyla,370511.0,Megaptera novaeangliae,Chordata,1821,frequency of group sightings,boat based survey,Megaptera novaeangliae,137092.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1992,no_depth
159,01c7a72d-2f86-49f9-a734-895a4a66aaa2,Enhydra lutris,"Linnaeus, 1758",-157.15,56.71667,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{Burn, 2005 #2259}",Animalia,2,"South Alaska peninsula, False Pass to Cape Douglas, coastal",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9807_1987,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Density (total otters per kilometer squared),Arial survey (coastal lengths),Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1987,no_depth
160,01cde6ad-df04-4848-b8d4-854cdd394a9e,Delphinapterus leucas,"Pallas, 1776",-164.26889,63.84917,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{DeMaster, 2001 #2258}",Animalia,2,"Norton Sound, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9802_1962,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,animals seen/km2,Aerial survey & line transect surveys,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1962,no_depth
161,01cf9dd9-ae5c-4eec-8c75-952c56c76aea,Monodon monoceros,"Linnaeus, 1758",-88.0,60.0,urn:lsid:marinespecies.org:taxname:137116,False,137116,HumanObservation,,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Monodon,137030.0,Canada,"{COSEWIC, 2004 #721}",Animalia,2,"Hudson Bay, Canada",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4320_1983,Cetartiodactyla,370511.0,Monodon monoceros,Chordata,1821,Individuals,Aerial survey - population estimate,Monodon monoceros,137116.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1983,no_depth
172,01eb5684-0194-452a-b5ee-aca3d249bc19,Balaenoptera musculus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137090,False,137090,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1944_1966,Cetartiodactyla,370511.0,Balaenoptera musculus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera musculus,137090.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1966,no_depth
173,01ebf2f1-9322-48ef-ad20-f277adb2a939,Orcinus orca,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137102,False,137102,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Delphinidae,136980.0,Orcinus,137021.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2012_1985,Cetartiodactyla,370511.0,Orcinus orca,Chordata,1821,Individuals,Primary sightings from aerial surveys,Orcinus orca,137102.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1985,no_depth
189,0224775c-4c7e-43f2-846c-66f527faecaa,Delphinapterus leucas,"Pallas, 1776",-153.18556,58.94194,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{MMC, 2002 #1134} updated with {Angliss, 2008 #1819} Updated with {Allen, 2010 #2277}",Animalia,2,"Cook Inlet stock, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2191_1980,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Number of individuals,Aerial counts,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1980,no_depth
190,0224c72c-2e26-4ae2-885b-5744cad45c8e,Ursus maritimus,"Phipps, 1774",-146.57028,70.67806,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,"United States, Canada","{IUCN, 2001 #1798} updated with {IUCN/SSC Polar Bear Specialist Group, 2010 #2180}",Animalia,2,Southern Beaufort population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8062_2002,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2002,no_depth
191,022844e7-c7df-4052-a076-dd5b23501304,Delphinapterus leucas,"Pallas, 1776",-78.28194,56.90167,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,Canada,"{DFO, 2005 #855}",Animalia,2,Eastern Hudson Bay population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4559_1967,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,Population size,Aerial survey corrected by population model,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1967,no_depth
195,02333d22-4f8e-4659-915c-45c696b7b985,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1991,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1991,no_depth
199,024120f5-c32e-4d47-8083-8d4d45f8249f,Globicephala melas,"(Traill, 1809)",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137097,False,137097,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Delphinidae,136980.0,Globicephala,137017.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1951_1968,Cetartiodactyla,370511.0,Globicephala melas,Chordata,1821,Individuals,Primary sightings from aerial surveys,Globicephala melas,137097.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1968,no_depth
203,02465b0c-139c-4b84-940c-fa867708bcda,Balaenoptera musculus,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137090,False,137090,HumanObservation,,EN,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1944_1986,Cetartiodactyla,370511.0,Balaenoptera musculus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera musculus,137090.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1986,no_depth
208,024d1603-19c3-47b0-9303-6b80d21ff910,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_2008,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2008,no_depth
211,0251ffe3-270c-4c0f-8f30-776f1d6dda52,Megaptera novaeangliae,"Borowski, 1781",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137092,False,137092,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Megaptera,137014.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2009_1995,Cetartiodactyla,370511.0,Megaptera novaeangliae,Chordata,1821,Individuals,Primary sightings from aerial surveys,Megaptera novaeangliae,137092.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1995,no_depth
220,026de490-38a6-45bb-89d9-694c9f6f6bf0,Odobenus rosmarus,"Illiger, 1815",-175.0,60.0,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Fay, 1997 #544}",Animalia,2,Bering and Chukchi Sea of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2219_1970,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Population size,Aerial survey,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1970,no_depth
226,027eb084-66ad-480a-a066-c7c0c0198ba1,Orcinus orca,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137102,False,137102,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Delphinidae,136980.0,Orcinus,137021.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2012_1977,Cetartiodactyla,370511.0,Orcinus orca,Chordata,1821,Individuals,Primary sightings from aerial surveys,Orcinus orca,137102.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1977,no_depth
228,0287fd1a-1929-4bc4-8f95-c5bfc1809404,Balaenoptera acutorostrata,"LacǸp��de, 1804",36.0,74.0,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Norway,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Norway,"{Michalsen, 2004 #1309}",Animalia,2,"Barentshavet, Gr��nlandshavet, Norskehavet og Nordsj��en",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2365_1978,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Population Estimate,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1978,no_depth
242,02a1a594-df8f-49d1-9c75-fc2c8ec34e0a,Odobenus rosmarus,"Illiger, 1815",-169.48222,64.41833,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Garner, 1995 #539} updated with {NOAA, 2010 #2292}",Animalia,2,Bering and Chukchi seas of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2218_1993,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Number of individuals,Count surveys,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1993,no_depth
243,02a69452-c81f-4164-85c9-06cac6a7eefe,Enhydra lutris,"Linnaeus, 1758",-176.19556,51.87278,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Andreanof Islands, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4807_1980,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1980,"no_depth,on_land"
247,02b33a2c-9321-4d91-a678-21edb3932d8f,Ursus maritimus,"Phipps, 1774",-83.6375,56.42278,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Obbard, 2007 #1804}",Animalia,2,Southern Hudson bay population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8081_2005,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of bears,Estimates during intensive capture years,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2005,no_depth
249,02b5984c-8534-4e39-9b26-19e266179d18,Balaena mysticetus,"Linnaeus, 1758",-154.0,75.0,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Kinsinger, 1995 #534}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock).",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2187_2011,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,Counts,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2011,no_depth
274,0312c443-a10a-4929-915a-664c40637403,Phocoena phocoena,"Linnaeus, 1758",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137117,False,137117,HumanObservation,True,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Phocoenidae,136984.0,Phocoena,137031.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2014_2000,Cetartiodactyla,370511.0,Phocoena phocoena,Chordata,1821,Individuals,Primary sightings from aerial surveys,Phocoena phocoena,137117.0,Vertebrata,146419,Tetrapoda,1831,False,Arctic,2000,no_depth
279,0317d436-15ae-4f86-be46-e56f53e5b038,Eumetopias jubatus,"(Schreber, 1776)",-151.78444,56.97389,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Wynne, 2005 #1118}",Animalia,2,Western Gulf of Alaska,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2209_2002,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,Number of individuals,Aerial surveys,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2002,no_depth
285,032c3a80-c930-463d-a1e8-ec6e53c8ed3a,Odobenus rosmarus,"Illiger, 1815",-169.48222,64.41833,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Garner, 1995 #539} updated with {NOAA, 2010 #2292}",Animalia,2,Bering and Chukchi seas of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2218_2003,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Number of individuals,Count surveys,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2003,no_depth
289,03386f7b-f53f-4cd5-a60c-e028b81f7a5c,Odobenus rosmarus,"Illiger, 1815",-175.0,60.0,urn:lsid:marinespecies.org:taxname:137077,False,137077,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Odobenidae,136975.0,Odobenus,137005.0,"United States, Russian Federation","{Fay, 1997 #544}",Animalia,2,Bering and Chukchi Sea of Alaska and Russia,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2219_1951,Carnivora,2687.0,Odobenus rosmarus,Chordata,1821,Population size,Aerial survey,Odobenus rosmarus,137077.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1951,no_depth
290,0339ebbd-ed17-42ea-8797-a73542ccd37d,Hyperoodon ampullatus,"(Forster, 1770)",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:343899,False,343899,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Ziphiidae,136986.0,Hyperoodon,137033.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2007_2006,Cetartiodactyla,370511.0,Hyperoodon ampullatus,Chordata,1821,Individuals,Primary sightings from aerial surveys,Hyperoodon ampullatus,343899.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2006,no_depth
291,033d14e5-087c-4670-b0ab-5851b67dc47a,Enhydra lutris,"Linnaeus, 1758",-162.42417,54.95139,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,United States,"{DOROFF, 2003 #1276}",Animalia,2,"Fox Island, Aleutian Islands, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4808_1988,Carnivora,2687.0,Enhydra lutris,Chordata,1821,number of individuals,aerial survey,Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1988,"no_depth,on_land"
292,033f1654-1302-4fd9-b057-7441225f7c06,Balaena mysticetus,"Linnaeus, 1758",-154.0,75.0,urn:lsid:marinespecies.org:taxname:137086,False,137086,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenidae,136978.0,Balaena,137012.0,United States,"{Kinsinger, 1995 #534}",Animalia,2,"Western Arctic stock, Alaska (aka Bering-Chukchi-Beaufort stock).",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2187_1995,Cetartiodactyla,370511.0,Balaena mysticetus,Chordata,1821,Number of individuals,Counts,Balaena mysticetus,137086.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1995,no_depth
297,034949fa-4a53-4dbf-8304-91451eda7066,Balaenoptera acutorostrata,"LacǸp��de, 1804",-18.0,66.33333,urn:lsid:marinespecies.org:taxname:137087,False,137087,HumanObservation,,,Mammalia,1837,Europe,Iceland,19119a0f-92f3-4662-85c5-30f8472067cf,Balaenopteridae,136979.0,Balaenoptera,137013.0,Iceland,"{Pike, 2005 #1125}",Animalia,2,Icelandic coastal waters,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_1941_1987,Cetartiodactyla,370511.0,Balaenoptera acutorostrata,Chordata,1821,Individuals,Primary sightings from aerial surveys,Balaenoptera acutorostrata,137087.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1987,no_depth
304,034f3aec-5eaf-4a82-bd0e-9145b6e0e523,Ursus maritimus,"Phipps, 1774",179.43,51.65,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085} updated with {NOAA, 2010 #2290}",Animalia,2,Chukchi/Bering Sea Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2232_1972,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Number of individuals,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1972,no_depth
322,037d3332-433b-4b85-893a-b13b9b735a45,Ursus maritimus,"Phipps, 1774",-125.73556,75.37972,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,Canada,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Canada,"{Stirling, 2007 #1806}",Animalia,2,Northern beaufort sea population,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_8084_1951,Carnivora,2687.0,Ursus maritimus,Chordata,1821,Population estimate,Modelled estimated during intensive capture years,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1951,no_depth
323,038023b1-ef69-4029-9105-fe7d208388c4,Ursus maritimus,"Phipps, 1774",-179.715,71.18861,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,Russian Federation,"{Derocher, 1997 #924}",Animalia,2,Wrangel Island State Nature Reserve,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4633_1962,Carnivora,2687.0,Ursus maritimus,Chordata,1821,No of Polar bear dens/100km,aerial and ground transect surveys,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,1962,"no_depth,on_land"
330,03950c75-e32f-49f6-97d9-4b25e114eef6,Eschrichtius robustus,"Lilljeborg, 1861",-170.0,57.0,urn:lsid:marinespecies.org:taxname:137112,False,137112,HumanObservation,,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Eschrichtiidae,136981.0,Eschrichtius,137027.0,United States,"{Baretta, 1994 #1685}",Animalia,2,"Pribilof Isalnds, Bering Sea",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_6422_1988,Cetartiodactyla,370511.0,Eschrichtius robustus,Chordata,1821,Frequency of group sightings per year,boat based survey,Eschrichtius robustus,137112.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1988,no_depth
334,03a050f5-9896-47b6-9e35-7346cb0ed885,Ursus maritimus,"Phipps, 1774",-150.00028,64.00028,urn:lsid:marinespecies.org:taxname:137085,False,137085,HumanObservation,,VU,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Ursidae,136977.0,Ursus,137011.0,United States,"{U.S. Fish and Wildlife Service, 2002 #1085}",Animalia,2,Alaskan Stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2233_2008,Carnivora,2687.0,Ursus maritimus,Chordata,1821,population estimate,Unknown,Ursus maritimus,137085.0,Vertebrata,146419,Tetrapoda,1831,,Arctic,2008,"no_depth,on_land"
345,03bdc0c1-5041-4b80-85a9-cfdda57e9f4a,Enhydra lutris,"Linnaeus, 1758",166.27306,55.00083,urn:lsid:marinespecies.org:taxname:242598,False,242598,HumanObservation,,EN,Mammalia,1837,Asia,Russian Federation,19119a0f-92f3-4662-85c5-30f8472067cf,Mustelidae,136974.0,Enhydra,242597.0,Russian Federation,"{Bodkin, 1995 #540}",Animalia,2,"Bering Island, Russia",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_2196_2004,Carnivora,2687.0,Enhydra lutris,Chordata,1821,Number of individuals,"Surveys from skiffs, airplanes, and helicopters",Enhydra lutris,242598.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2004,"no_depth,on_land"
346,03bfd999-10bc-41d3-aed4-df751cb70567,Delphinapterus leucas,"Pallas, 1776",-164.26889,63.84917,urn:lsid:marinespecies.org:taxname:137115,False,137115,HumanObservation,True,,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Monodontidae,136983.0,Delphinapterus,137029.0,United States,"{DeMaster, 2001 #2258}",Animalia,2,"Norton Sound, Alaska",True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_9802_2010,Cetartiodactyla,370511.0,Delphinapterus leucas,Chordata,1821,animals seen/km2,Aerial survey & line transect surveys,Delphinapterus leucas,137115.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,2010,no_depth
350,03cd33d4-0249-457f-8578-3f65648c81af,Eumetopias jubatus,"(Schreber, 1776)",-154.785,56.74167,urn:lsid:marinespecies.org:taxname:254999,False,254999,HumanObservation,,NT,Mammalia,1837,North America,United States,19119a0f-92f3-4662-85c5-30f8472067cf,Otariidae,231386.0,Eumetopias,254998.0,United States,"{Trites, 2003 #1338}",Animalia,2,Alaska - Western stock,True,"[""da50007b-7871-46cf-8530-441b5836d2c1""]",M_4860_1956,Carnivora,2687.0,Eumetopias jubatus,Chordata,1821,number of individuals,unknown,Eumetopias jubatus,254999.0,Vertebrata,146419,Tetrapoda,1831,,Pacific north temperate,1956,no_depth
